id_vehiculo;codigbus;matricul;fechamat;matriculacion_planner;edad;numempre;nomempre;bastidor;capacidad;paxdepie;paxsentados;paxpmr;plat_pmr;WC;autoport;marca;modelo;carrocero;categoria;clase;longitud;numcv;tara;cilindrada;potencia;nvl_emisiones;escolar;tipo;subtipo;uso;tall_kilom;tal_feckm;totkilom;activo;dns_vehiculo;dispositivo;combustible
290;B148;2347HDV;2011-06-09;2011-06-09;10;43;Buñol;WMAA22ZZ1B7000839;83;52;30;1;Si;No;No;MAN;AREA;TATA HISPANO;;I;12.00;;12050;10518;206;;Si;Urbano;Normal;;372718;2020-03-07 00:00:00;2330940;1;bunyol;480 top;Diésel
291;B152;0269BLY;2001-07-06;2001-07-26;21;43;Buñol;WEB63416011000027;54;0;54;0;;No;No;MERCEDES BENZ;Pb;IRIZAR;;II;12.20;;13712;11967;310;;No;Discrecional;Normal;;1216586;2020-02-13 00:00:00;2636508;1;bunyol;480 top;Diésel
292;B153;2210BRB;2001-11-30;2001-11-30;21;43;Buñol;WDB9046631R142124;19;0;19;0;;No;No;MERCEDES BENZ;CIDADE I;UNVI;;B;7.14;;3090;2148;95;;No;Discrecional;Microbus;;698484;2017-12-21 00:00:00;2738892;1;bunyol;;Diésel
293;B155;5724DJH;2005-04-12;2005-04-12;17;43;Buñol;WEB63420011000453;55;0;55;0;;No;No;MERCEDES BENZ;DCR;OBRADORS;;II;12.00;;13115;11967;310;;Si;Discrecional;Normal;;1158857;2020-01-27 00:00:00;2090295;1;bunyol;480 top;Diésel
294;B156;1157HXM;2014-05-29;2014-05-29;8;43;Buñol;WMARR4ZZECO19511;71;0;71;0;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17121;12419;353;EURO VI B;Si;Discrecional;Normal;;228391;2017-12-19 00:00:00;2434051;1;bunyol;560;Diésel
295;B158;1699FRM;2007-06-12;2007-06-12;15;43;Buñol;WMAR07ZZ27T010977;53;0;53;0;;No;No;MAN;LION'S COACH;MAN;;II;12.00;;13495;10518;324;EURO IV;Si;Discrecional;Normal;;622449;2017-12-27 00:00:00;2688915;1;bunyol;480 top;Diésel
296;B160;4263CBB;2002-10-11;2002-10-11;20;43;Buñol;ZCFAF1102386867;22;0;18;4;Si;No;No;IVECO;MAGO 2;INDCAR;;II;8.85;;7180;5880;164;;Si;Discrecional;Microbus;;715907;2017-12-04 00:00:00;2756259;1;bunyol;;Diésel
297;B161;7070DYB;2006-04-03;2006-04-03;16;43;Buñol;YV3R8G1236A112224;55;0;55;0;;No;No;VOLVO;SIDERAL 2000;SUSUNDEGUI;;III;12.98;;13655;12130;309;;Si;Discrecional;Normal;;298075;2017-12-20 00:00:00;2484920;1;bunyol;480 top;Diésel
298;B162;6198GFZ;2008-07-03;2008-07-03;14;43;Buñol;VF1NDDL638610399;16;0;16;0;;No;Si;RENAULT;MASTER;RENAULT;;B;5.90;;2301;2464;88;;Si;Discrecional;Microbus;;441150;2017-10-24 00:00:00;2476712;1;bunyol;;Diésel
299;B164;7380JPL;2016-06-03;2016-06-03;6;43;Buñol;WMARR2ZZ8GC022009;59;0;59;0;No;No;No;MAN;i6 13.37;IRIZAR;M3;III;12.92;;14112;12419;324;EURO VI;Si;Discrecional;Normal;;127867;2017-11-20 00:00:00;2218562;1;bunyol;560;Diésel
300;B165;4781JPM;2016-06-06;2016-06-06;6;43;Buñol;YS2K6X20001898046;71;0;71;0;;No;No;SCANIA;i6 15.37;IRIZAR;M3;III;14.98;;17477;12742;360;EURO VI;Si;Discrecional;Normal;;171387;2017-12-13 00:00:00;2260864;1;bunyol;560;Diésel
301;B166;6766JSM;2016-09-06;2016-09-06;6;43;Buñol;LA6A1EBK4GB201062;39;0;39;0;;No;Si;CUMMINS;C10;KING LONG;M3;III;9.90;;11470;6700;226;EURO VI;Si;Discrecional;Midibus;;99336;2017-12-05 00:00:00;2171991;1;bunyol;560;Diésel
302;B168;1680JYG;2017-04-10;2017-04-10;5;43;Buñol;VS916AD00H1016817;55;0;55;0;No;Si;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;14119;10837;320;EURO VI;Si;Discrecional;Normal;;61532;2017-12-21 00:00:00;2150940;1;bunyol;560;Diésel
303;B169;3252BLK;2001-07-20;2001-07-20;21;43;Buñol;ZCFA80D0002350468;30;0;30;0;;No;No;IVECO/FIAT;MAGO 2;INDCAR;;II;8.40;;6368;5861;130;;No;Discrecional;Microbus;;212547;2017-12-07 00:00:00;2267687;1;bunyol;480 top;Diésel
304;B170;9749KCX;2017-09-11;2017-09-11;5;43;Buñol;WMAR13ZZXHT026495;96;36;59;1;Si;No;Si;MAN;LION'S REGIO L;MAN;M3;II;13.90;;14190;10518;235;EURO VI C;Si;Interurbano;Normal;;21834;2017-12-27 00:00:00;2095443;1;bunyol;560;Diésel
305;B171;2709KDV;2017-10-24;2017-10-24;5;43;Buñol;WMAR13ZZ0JT0268768;96;36;59;1;Si;No;Si;MAN;LION'S REGIO L;MAN;M3;II;13.90;;14190;10518;235;EURO VI C;Si;Interurbano;Normal;;10763;2017-12-22 00:00:00;2074965;1;bunyol;560;Diésel
306;B172;2768KDV;2017-10-24;2017-10-24;5;43;Buñol;WMAR13ZZ9JT026767;96;36;59;1;Si;No;Si;MAN;LION'S REGIO L;MAN;M3;II;13.90;;14190;10518;235;EURO VI C;Si;Interurbano;Normal;;5912;2017-12-05 00:00:00;2079830;1;bunyol;560;Diésel
307;B173;0884KFB;2017-10-31;2017-10-31;5;43;Buñol;WMAA22ZZ9HF005009;73;42;28;3;Si;No;Si;MAN;CITY VERSUS;CASTROSUA;M3;II;12.00;;12320;10518;235;EURO VI C;Si;Urbano;Normal;;165171;2020-03-09 00:00:00;2085719;1;bunyol;560;Diésel
308;B174;9421DYK;2006-04-12;2006-04-12;16;43;Buñol;ZCFC65C0005535945;30;15;14;1;Si;No;No;IVECO;WING URBANO;INDCAR;;II;7.71;;4545;2998;122;;No;Urbano;Microbus;;336477;2019-11-29 00:00:00;307024;1;bunyol;480 top;Diésel
309;B175;0119KPG;2018-09-10;2018-09-10;4;43;Buñol;WMAR10ZZ2JT029119;59;0;59;0;;No;Si;MAN;LION'S COACH C;MAN;M3;III;13.09;;13785;12419;338;EURO VI C;Si;Discrecional;Normal;;100077;2020-02-25 00:00:00;13243;1;bunyol;560;Diésel
310;B176;2629KPS;2018-10-01;2018-10-01;4;43;Buñol;YS2K6X20001906859;67;0;67;0;No;No;No;SCANIA;i6 15.37;IRIZAR;M3;III;14.98;;17294;12742;331;EURO VI C;Si;Discrecional;Normal;;128305;2020-02-26 00:00:00;1010129;1;bunyol;560;Diésel
311;B177;5139HSV;2000-04-13;2018-11-16;4;43;Buñol;ZCF4A8D000H000004;54;43;11;0;No;No;No;IVECO/FIAT;CACCIAMALI;EUROPOLIS;;I;7.65;;6660;5861;130;;No;Urbano;Microbus;USO GENERAL;260100;2020-03-04 00:00:00;268408;1;bunyol;;Diésel
312;B178;7182KSB;2018-12-04;2018-12-04;4;43;Buñol;WF0HXXTTGHHC66168;13;0;12;1;Si;No;No;FORD;TRANSIT;INDUSAUTO;M2;B;6.70;;3362;2198;114;EURO VI A;Si;Discrecional;Microbus;USO GENERAL;53000;2020-02-27 00:00:00;108814;1;bunyol;480 top;Diésel
313;B179;7314KSB;2018-12-04;2018-12-04;4;43;Buñol;WF0HXXTTGHHC66169;13;0;12;1;Si;No;No;FORD;TRANSIT;INDUSAUTO;M2;B;6.70;;3362;2198;114;EURO VI A;Si;Discrecional;Microbus;USO GENERAL;57933;2020-03-11 00:00:00;107552;1;bunyol;480 top;Diésel
314;B180;3764KWF;2019-04-11;2019-04-11;3;43;Buñol;VS916AD00J1016238;55;0;55;0;No;No;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;13586;10837;320;EURO VI C;Si;Discrecional;Normal;USO GENERAL;66948;2020-01-21 00:00:00;248560;1;bunyol;560;Diésel
315;B181;8420CKD;2003-07-03;2003-07-03;19;43;Buñol;ZCFA1AF1102405776;30;0;30;0;;No;No;IVECO;MAGO 2;INDCAR;;II;8.85;;6880;5880;154;;No;Discrecional;Microbus;USO GENERAL;477000;2020-03-10 00:00:00;536519;1;bunyol;;Diésel
316;B182;5680LCS;2019-11-26;2019-11-26;3;43;Buñol;WEB41055013284445;59;0;59;0;;No;Si;MERCEDES BENZ;TOURISMO RHD;MERCEDES BENZ;M3;III;13.12;;13348;10677;290;EURO VI D;Si;Discrecional;Normal;USO GENERAL;13434;2020-03-06 00:00:00;0;1;bunyol;560;Diésel
317;B183;3719HRZ;2013-07-05;2013-07-05;9;43;Buñol;WMAR33ZZ4CC017231;59;0;59;0;;No;No;MAN;STELLAE;CASTROSUA;M3;III;12.80;;14065;12419;324;;Si;Discrecional;Normal;USO GENERAL;555669;2020-03-10 00:00:00;688354;1;bunyol;480 top;Diésel
318;B184;9358LDT;2020-01-10;2020-01-10;2;43;Buñol;WEB41055013285006;59;0;59;0;;No;Si;MERCEDES BENZ;TOURISMO RHD;MERCEDES BENZ;M3;III;13.12;;13326;10677;290;EURO VI D;Si;Discrecional;Normal;USO GENERAL;11857;2020-03-10 00:00:00;145874;1;bunyol;560;Diésel
319;C003;9719CCD;0001-01-01;;;45;La Concepcion;PARTICULAR;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;URBANO;Urb.30+79;;;;237342;1;bunyol;;
320;C004;3945DNB;;;;45;La Concepcion;PARTICULAR;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;URBANO;Urb.30+79;;;;50000;1;bunyol;;
321;C005;9571DZM;0001-01-01;;;45;La Concepcion;;0;0;0;0;;;;SIN ASIGNAR;SIN ASIGNAR;SIN ASIGNAR;;;;;;;;;;URBANO;Urb.30+79;;;;0;1;bunyol;;
322;C084;2184CRY;2004-02-05;2004-02-05;18;45;La Concepcion;WMAA51ZZZ3S001565;54;0;54;0;;No;No;MAN;TOURING II;NOGE;;II;12.93;;13540;12816;338;;Si;Discrecional;Normal;;1127656;2017-11-21 00:00:00;2191189;1;bunyol;480 top;Diésel
323;C086;2548DRX;2005-10-27;2005-10-27;17;45;La Concepcion;WMAR33ZZX5C006320;54;0;54;0;;No;No;MAN;Pb;IRIZAR;;III;12.92;;13816;12816;338;;Si;Discrecional;Normal;;664430;2017-11-13 00:00:00;2055631;1;bunyol;480 top;Diésel
324;C087;1046FBC;2006-05-31;2006-05-31;16;45;La Concepcion;WEB63422011000177;49;0;47;2;Si;No;No;MERCEDES BENZ;DIVO I INTERCITY;TATA HISPANO;;II;12.80;;13349;11967;220;;Si;Discrecional;Normal;;805574;2017-12-28 00:00:00;2849649;1;bunyol;480 top;Diésel
325;C088;1919FLB;2007-02-05;2007-02-05;15;45;La Concepcion;WMAR07ZZ56T0089001;53;0;53;0;;No;Si;MAN;LION'S COACH;MAN;;II;12.00;;13495;12316;338;;Si;Discrecional;Normal;;896238;2017-12-04 00:00:00;2957802;1;bunyol;480 top;Diésel
326;C091;4717GSF;2009-12-07;2009-12-07;13;45;La Concepcion;WMAA89ZZ89CO13239;49;0;47;2;Si;No;No;MAN;CELERIS;STACO;;III;12.25;;13638;10518;257;;Si;Discrecional;Normal;;635971;2017-12-21 00:00:00;2692610;1;bunyol;480 top;Diésel
327;C092;9918GPJ;2009-09-02;2010-07-09;12;45;La Concepcion;WEB63203613249322;53;0;53;0;;No;Si;MERCEDES BENZ;TOURISMO 15 RHD;MERCEDES BENZ;;III;12.14;;12710;11967;300;;Si;Discrecional;Normal;;707984;2017-12-20 00:00:00;1760488;1;bunyol;480 top;Diésel
328;C094;7240GBC;2008-02-20;2008-02-20;14;45;La Concepcion;NMB63203613245069;53;0;53;0;;No;Si;MERCEDES BENZ;TOURISMO 15 RHD;MERCEDES BENZ;;III;12.14;;13010;11967;300;;Si;Discrecional;Normal;;738850;2020-02-27 00:00:00;2858966;1;bunyol;480 top;Diésel
329;C095;3120CRX;2004-02-04;2004-02-04;18;45;La Concepcion;WMAA51ZZZ3S001360;59;0;59;0;;No;No;MAN;TOURING II;NOGE;;II;12.93;;13520;12316;335;;Si;Discrecional;Normal;;257990;2017-12-19 00:00:00;2218383;1;bunyol;480 top;Diésel
330;C098;7813FWG;2007-10-05;2007-10-05;15;45;La Concepcion;ZGA7B2S100E003117;55;0;55;0;;No;No;IVECO;TOURING III;NOGE;;III;13.00;;13380;10308;316;;Si;Discrecional;Normal;;742530;2017-11-30 00:00:00;789464;1;bunyol;480 top;Diésel
331;C099;9523HXF;2014-05-15;2014-05-15;8;45;La Concepcion;WMARR4ZZECO19465;71;0;71;0;No;No;No;MAN;i6 13.37;IRIZAR;M3;III;14.98;;17121;12419;353;EURO VI B;Si;Discrecional;Normal;;352000;2017-12-09 00:00:00;2424697;1;bunyol;560;Diésel
332;C101;2244FFN;2006-09-08;2006-09-08;16;45;La Concepcion;WMAR08ZZX6T009094;55;0;55;0;;No;Si;MAN;LION'S TOP COACH;MAN;;II;13.80;;15788;12816;338;;Si;Discrecional;Normal;;747841;2017-12-11 00:00:00;2247811;1;bunyol;480 top;Diésel
333;C102;5997JNW;2016-05-12;2016-05-12;6;45;La Concepcion;YS2K4X20001898042;55;0;55;0;No;No;No;SCANIA;i6 13.37;IRIZAR;M3;III;12.92;;14142;12742;331;EURO VI;Si;Discrecional;Normal;;127800;2017-11-14 00:00:00;2210801;1;bunyol;560;Diésel
334;C103;7865KCY;2017-09-13;2017-09-13;5;45;La Concepcion;WMARR2ZZ5HC022678;55;0;54;1;Si;No;No;MAN;i6 13.35;IRIZAR;M3;III;12.92;;14115;12419;309;EURO VI;Si;Discrecional;Normal;;6839;2017-10-19 00:00:00;2100403;1;bunyol;560;Diésel
335;C104;0131KPG;2018-09-10;2018-09-10;4;45;La Concepcion;WMAR10ZZ7JT029066;59;0;59;0;;No;Si;MAN;LION'S COACH;MAN;M3;III;13.09;;13785;12419;309;EURO VI C;Si;Discrecional;Normal;;91719;2019-10-31 00:00:00;1014977;1;bunyol;560;Diésel
336;C105;4351GTX;2010-03-10;2018-10-19;4;45;La Concepcion;;54;0;54;0;;No;No;MERCEDES BENZ;SIDERAL 2000;SUSUNDEGUI;;III;12.98;;13700;11967;315;;Si;Discrecional;Normal;;516453;2020-02-11 00:00:00;1447474;1;bunyol;;Diésel
337;C106;6966BZF;2002-09-02;2018-10-19;4;45;La Concepcion;;54;0;54;0;;No;No;MERCEDES BENZ;DCR;OBRADORS;;III;12.00;;13100;11967;310;;No;Discrecional;Normal;;820215;2020-03-09 00:00:00;1171065;1;bunyol;480 top;Diésel
338;C107;7312HVT;2000-03-08;2000-03-08;22;45;La Concepcion;WDB9044631P953823;19;0;19;0;;No;No;MERCEDES BENZ;CIDADE I;UNVI;;A;7.09;;3120;2874;90;;No;Urbano;Microbus;USO GENERAL;965761;2020-01-16 00:00:00;966583;1;bunyol;;Diésel
339;C108;9031KPF;2018-09-07;2018-09-07;4;45;La Concepcion;WF0HXXTTGHHC70137;15;0;15;0;;No;No;FORD;TRANSIT BUS;SERVI CAR;M2;B;6.70;;3225;2198;114;EURO VI A;Si;Discrecional;Microbus;USO GENERAL;;;29935;1;bunyol;;Diésel
340;H007;3409GXW;2010-07-15;2010-07-15;12;44;Herca;WDF639703313128870;9;0;8;0;;;;;;SIN ASIGNAR;;;;;;;;;;TURISMO;;;603439;2017-12-12 00:00:00;2627044;1;bunyol;;
341;H076;4070BNJ;2001-09-28;2001-09-28;21;44;Herca;WMAA69ZZZ1H001512;74;28;45;1;Si;No;No;MAN;TOURING INTERCITY;NOGE;;II;12.84;;12320;11967;228;;No;Interurbano;Normal;;1378527;2017-12-11 00:00:00;2478394;1;bunyol;;Diésel
342;H081;6719CRJ;2004-01-16;2004-01-16;18;44;Herca;WMAA51ZZZ4SOO1862;54;0;54;0;;No;No;MAN;Pb;IRIZAR;;III;12.92;;13832;12816;338;;Si;Discrecional;Normal;;651834;2017-12-14 00:00:00;2255999;1;bunyol;480 top;Diésel
343;H082;4310CRW;2004-02-03;2004-02-03;17;44;Herca;WMAA51ZZZ3S001662;54;0;54;0;;No;No;MAN;TOURING STAR;NOGE;;II;12.93;;13540;12816;338;;Si;Discrecional;Normal;;1299402;2020-03-06 00:00:00;2252077;1;bunyol;480 top;Diésel
344;H085;6512DRM;2005-10-13;2005-10-13;17;44;Herca;YS2K4X20001852101;54;0;54;0;;No;No;SCANIA;Pb;IRIZAR;;II;12.92;;13716;11705;309;;Si;Discrecional;Normal;;1107262;2017-12-21 00:00:00;2227617;1;bunyol;480 top;Diésel
345;H086;1959DVM;2006-01-19;2006-01-19;16;44;Herca;YS2L4X20001852983;100;68;31;1;Si;No;No;SCANIA;CS40 CITY II;CASTROSUA;;I;12.00;;11930;8970;191;;Si;Urbano;Normal;;312658;2017-11-13 00:00:00;2228091;1;bunyol;;Diésel
346;H087;0344FBC;2006-05-31;2006-05-31;16;44;Herca;WEB63422011000176;29;0;19;10;Si;No;No;MERCEDES BENZ;DIVO I INTERCITY;TATA HISPANO;;II;12.80;;13349;11967;220;;Si;Discrecional;Normal;;825940;2017-12-22 00:00:00;2936008;1;bunyol;480 top;Diésel
347;H092;3271FWH;2007-10-08;2007-10-08;15;44;Herca;YV3R6K6247A122456;89;45;42;2;Si;No;No;VOLVO;ASTRAL;SUSUNDEGUI;;II;12.53;;11300;7146;213;;Si;Urbano;Normal;;758480;2017-12-11 00:00:00;2956936;1;bunyol;;Diésel
348;H094;0834GBG;2008-02-22;2008-02-22;14;44;Herca;WMAA89ZZ37COO8396;59;0;59;0;;No;No;MAN;i4;IRIZAR;;III;12.92;;12486;10518;228;;Si;Discrecional;Normal;;747866;2017-12-20 00:00:00;2834415;1;bunyol;480 top;Diésel
349;H099;3670GSF;2009-12-07;2009-12-07;13;44;Herca;WMAA69ZZ18C012082;52;18;29;5;Si;No;No;MAN;CITTOUR;NOGE;;II;12.85;;12310;10518;228;;Si;Urbano;Normal;;636934;2017-12-18 00:00:00;2695968;1;bunyol;480 top;Diésel
350;H100;4083GSF;2009-12-07;2009-12-07;13;44;Herca;WMAA69ZZ48C012092;52;18;29;5;Si;No;No;MAN;CITTOUR;NOGE;;II;12.85;;12310;10518;228;;Si;Urbano;Normal;;106722;2011-07-25 00:00:00;2756748;1;bunyol;480 top;Diésel
351;H101;7296GTB;2010-01-28;2010-01-28;12;44;Herca;WMAA89ZZ79CO13281;24;0;13;11;Si;No;No;MAN;CELERIS;STACO;;III;12.25;;13645;10518;257;;Si;Discrecional;Normal;;594304;2017-12-18 00:00:00;2697430;1;bunyol;480 top;Diésel
352;H102;7356GTL;2010-02-18;2010-02-18;12;44;Herca;WMAA89ZZ29C013351;24;0;13;11;Si;No;No;MAN;CELERIS;STACO;;III;12.25;;13645;10518;257;;Si;Discrecional;Normal;;643055;2017-12-01 00:00:00;2762143;1;bunyol;480 top;Diésel
353;H107;9178GYN;2010-09-09;2010-09-09;12;44;Herca;WDB9066571S477570;8;0;2;6;Si;No;No;MERCEDES BENZ;CORVIS;CARBUS;;B;7.35;;3700;2143;120;;Si;Discrecional;Microbus;;388300;2017-11-17 00:00:00;2443164;1;bunyol;;Diésel
354;H110;7188FLF;2007-02-12;2007-02-12;15;44;Herca;YS2N4X20001856031;66;41;24;1;Si;No;No;SCANIA;HABIT;TATA HISPANO;;II;10.58;;10689;8867;169;;Si;Urbano;Midibus;;737532;2020-03-27 00:00:00;2683907;1;bunyol;480 top;Diésel
355;H111;7285GBC;2008-02-20;2008-02-20;14;44;Herca;NMB63203613245056;53;0;53;0;;No;Si;MERCEDES BENZ;TOURISMO RHD;MERCEDES BENZ;;III;12.14;;13010;11967;300;;Si;Discrecional;Normal;;816026;2017-12-20 00:00:00;2897547;1;bunyol;480 top;Diésel
356;H114;1411HXF;2014-05-13;2014-05-13;8;44;Herca;WMARR4ZZ2EC019437;71;0;71;0;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17121;12419;353;EURO VI B;Si;Discrecional;Normal;;369409;2017-12-21 00:00:00;2454157;1;bunyol;560;Diésel
357;H117;9124JCR;2015-02-19;2015-02-19;7;44;Herca;WMARR4ZZXEC019766;71;0;71;0;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17371;12419;353;EURO VI B;Si;Discrecional;Normal;;277248;2017-12-18 00:00:00;2366716;1;bunyol;560;Diésel
358;H119;7974CHB;2003-04-28;2003-04-28;19;44;Herca;WDB9046631R461432;18;10;7;1;Si;No;No;MERCEDES BENZ;CIDADE I;UNVI;;A;6.58;;3260;2148;95;;No;Urbano;Microbus;;331093;2017-12-11 00:00:00;2459446;1;bunyol;;Diésel
359;H121;6237JNW;2016-05-12;2016-05-12;6;44;Herca;YS2K4X20001898038;55;0;55;0;No;No;No;SCANIA;i6 13.37;IRIZAR;M3;III;12.92;;14142;12742;331;EURO VI;Si;Discrecional;Normal;;149816;2017-11-21 00:00:00;2287233;1;bunyol;560;Diésel
360;H122;8480JPN;2016-06-09;2016-06-09;6;44;Herca;YS2K6X20001898052;71;0;71;0;;No;No;SCANIA;i6 15.37;IRIZAR;M3;III;14.98;;17477;12742;360;EURO VI;Si;Discrecional;Normal;;155000;2017-12-15 00:00:00;2250925;1;bunyol;560;Diésel
361;H124;1755JYG;2017-04-10;2017-04-10;5;44;Herca;VS91AD00H1016830;59;0;59;0;No;No;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;13656;10837;320;EURO VI;Si;Discrecional;Normal;;49740;2017-12-13 00:00:00;2165660;1;bunyol;560;Diésel
362;H127;3423KGW;2018-01-19;2018-01-19;4;44;Herca;LA6A1EAK1HB109135;39;0;39;0;;No;No;CUMMINS;C10;KING LONG;M3;III;9.90;;14300;6700;233;EURO VI C;Si;Discrecional;Midibus;;158175;2020-03-12 00:00:00;2085996;1;bunyol;480 top;Diésel
363;H128;5999KPG;2018-09-12;2018-09-12;4;44;Herca;WMAR10ZZ0JT029121;59;0;59;0;;No;Si;MAN;LION'S COACH C;MAN;M3;III;13.09;;13785;12419;338;EURO VI C;Si;Discrecional;Normal;;115551;2020-03-11 00:00:00;42455;1;bunyol;560;Diésel
364;H129;2780KPS;2018-10-01;2018-10-01;4;44;Herca;YS2K6X20001910080;67;0;67;0;No;No;No;SCANIA;i6 15.37;IRIZAR;M3;III;14.98;;17294;12742;331;EURO VI C;Si;Discrecional;Normal;;116634;2020-03-13 00:00:00;2035838;1;bunyol;560;Diésel
365;H130;9468KPS;2018-10-03;2018-10-03;4;44;Herca;VS916AD00J1016177;55;0;55;0;No;No;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;13586;10837;320;EURO VI C;Si;Discrecional;Normal;;103070;2020-02-06 00:00:00;2029152;1;bunyol;560;Diésel
366;H131;6817KTM;2019-02-12;2019-02-12;3;44;Herca;WF0HXXTTGHHC57968;13;0;12;1;Si;No;No;FORD;TRANSIT;INDUSAUTO;M2;B;6.70;;3362;2198;114;EURO VI A;Si;Discrecional;Microbus;;38900;2020-02-17 00:00:00;4748;1;bunyol;;Diésel
367;H132;4993LCN;2019-11-20;2019-11-20;3;44;Herca;WDB907155KN009607;29;0;29;0;;No;No;MERCEDES BENZ;DYPARRO;DYPETY;M3;II;8.79;;4960;2987;140;EURO VI D;Si;Discrecional;Microbus;USO GENERAL;18165;2020-03-12 00:00:00;125247;1;bunyol;480 top;Diésel
368;I707;4288FHW;2006-11-27;2006-11-27;16;46;Travicoi;9BSK4X20003584894;55;0;55;0;;No;;SCANIA;CENTURY;IRIZAR;;III;12.00;;12972;10640;280;;Si;Discrecional;Normal;;460851;2017-12-05 00:00:00;2541222;1;bunyol;480 top;Diésel
369;I708;8194GYZ;2010-10-13;2010-10-13;12;46;Travicoi;YS2K4X20001868185;59;0;59;0;Si;No;;SCANIA;TOURING III;NOGE;;III;13.00;;13660;12740;294;;Si;Discrecional;Normal;;617470;2017-11-30 00:00:00;2814716;1;bunyol;480 top;Diésel
370;I710;8646HPP;2013-04-08;2013-04-08;9;46;Travicoi;YS2K4X20001881157;59;0;59;0;Si;No;;SCANIA;TOURING;NOGE;M3;III;12.96;;13755;12740;294;EURO V;Si;Discrecional;Normal;;529147;2017-12-28 00:00:00;2800998;1;bunyol;480 top;Diésel
371;I712;4491KDM;2017-10-05;2017-10-05;5;46;Travicoi;WEB63440211000647;59;0;59;0;;No;;MERCEDES BENZ;i6 13.35;IRIZAR;M3;III;12.92;;13909;10677;315;EURO V A;Si;Discrecional;Normal;;343605;2020-02-24 00:00:00;2155644;1;bunyol;480 top;Diésel
372;X110;7782DGD;2005-02-07;2005-02-07;17;47;Starbus;WF0AXXTTFA3J34736;16;0;16;0;;No;Si;FORD;TRANSIT;FORD;;B;6.70;;3130;2402;92;;Si;Discrecional;Microbus;;553771;2017-12-07 00:00:00;2292571;1;bunyol;;Diésel
373;X111;0589DJK;2005-04-14;2007-03-22;15;47;Starbus;VS936VB234A031020;51;0;51;0;;No;No;MAN;PLATINUM;AYATS;;III;12.00;;12120;11967;265;;Si;Discrecional;Normal;;601245;2017-12-01 00:00:00;2836769;1;bunyol;480 top;Diésel
374;X114;0530GBG;2008-02-22;2008-02-22;14;47;Starbus;WMARO8ZZ77TO1O799;61;0;61;0;;Si;Si;MAN;LION'S TOP COACH;MAN;;III;13.80;;14945;10518;324;;Si;Discrecional;Normal;;690333;2017-11-07 00:00:00;2757875;1;bunyol;480 top;Diésel
375;X115;0263DKC;2005-05-04;2005-05-04;17;47;Starbus;ZCFC65C0005531350;9;0;2;7;Si;No;No;IVECO;WING;INDCAR;;B;7.71;;5070;2998;122;;Si;Discrecional;Microbus;;717782;2017-12-21 00:00:00;2754753;1;bunyol;480 top;Diésel
376;X116;9583FVK;2007-09-05;2007-09-05;15;47;Starbus;ZGA7B2T000E000208;23;0;15;8;Si;No;No;IVECO;TOURING III;NOGE;;III;12.00;;13180;10308;331;;Si;Discrecional;Normal;;553957;2017-12-20 00:00:00;2754587;1;bunyol;480 top;Diésel
377;X117;9765HXF;2014-05-15;2014-05-15;8;47;Starbus;WMARR4ZZ0EC019484;71;0;71;0;No;No;No;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17121;12419;353;EURO VI B;Si;Discrecional;Normal;;347224;2017-12-19 00:00:00;2409373;1;bunyol;560;Diésel
378;X118;8832JSM;2016-09-07;2016-09-07;6;47;Starbus;LA6A1EBK6GB201063;39;0;39;0;;No;Si;CUMMINS;C10;KING LONG;M3;III;9.90;;11470;6700;226;EURO VI;Si;Discrecional;Midibus;;104350;2017-12-20 00:00:00;2171143;1;bunyol;560;Diésel
379;X119;4520JSW;2016-09-27;2016-09-27;6;47;Starbus;;53;0;53;0;;No;Si;MAN;LION'S COACH;MAN;M3;III;12.00;;13240;12419;324;EURO VI B;Si;Discrecional;Normal;USO GENERAL;164212;2020-03-12 00:00:00;299400;1;bunyol;480 top;Diésel
380;003;9520BRH;2001-12-14;2001-12-14;21;67;Therpasa;WDB2200261A269550;5;;5;;;;;MERCEDES BENZ;S320CDI;MERCEDES;;;;;;;;;;TURISMO;2;;;2022-02-17 00:00:00;2403273;1;therpasa;;
381;004;3763FMN;2007-03-22;2007-03-22;15;67;Therpasa;WF0XXXTTFX6P48263;3;;3;;;;;FORD;TRANSIT 350L BUS14 JXFA;FORD;;;;;;;;;;FURGONETA;2;USO GENERAL;;2022-02-22 00:00:00;383521;1;therpasa;;
382;121;7345CMV;2003-10-15;2003-10-15;19;67;Therpasa;W0L0XCF6844074848;5;;5;;;;;OPEL;Combo C.VAN;;;;;;;;;;;TURISMO;2;;;2022-01-20 00:00:00;2410083;1;therpasa;;
